Rank,NCT Number,Title,Conditions,Interventions,Sponsor/Collaborators,Phases,Enrollment,Funded Bys,Start Date,Primary Completion Date,Completion Date
3906,NCT03945539,A Study to Evaluate the Effect of Itraconazole on JNJ-56136379 in Healthy Adult Participants,Healthy,Drug: JNJ-56136379|Drug: Itraconazole,Janssen Sciences Ireland UC,Phase 1,16,Industry,"May 15, 2019","October 4, 2019","October 4, 2019"
3907,NCT03945344,Effect of Charcoal on Gastrointestinal Absorption of Tiotropium,Healthy Volunteer Study,Drug: Tiotropium,"Orion Corporation, Orion Pharma",Phase 1,20,Industry,"May 27, 2019","June 19, 2019","June 19, 2019"
3908,NCT03945253,"Study of ASP8374, an Immune Checkpoint Inhibitor, in Japanese Patients With Advanced Solid Tumors",Advanced Solid Tumors,Drug: ASP8374,Astellas Pharma Inc,Phase 1,6,Industry,"August 5, 2019","June 12, 2020","June 12, 2020"
3909,NCT03944291,Pudendal Nerve Block for Post-Episiotomy Pain Relief,"Pain, Postoperative",Procedure: Pudendal Nerve Block,Ain Shams University,Phase 3,102,Other,"May 1, 2019","January 1, 2020","January 20, 2020"
3910,NCT03944031,A Study of the Effects of LY3372689 on the Brain in Healthy Participants,Healthy,Drug: LY3372689|Diagnostic Test: [18F]LSN3316612,Eli Lilly and Company,Phase 1,17,Industry,"May 8, 2019","February 19, 2020","February 19, 2020"
3911,NCT03943992,Clinical Trial to Assess the Efficacy and Safety of YYD601 in the Treatment of Esophageal Reflux Disease (ERD),Erosive Esophagitis,Drug: YYD601 40mg|Drug: Nexium 40mg|Drug: Placebos,"Yooyoung Pharmaceutical Co., Ltd.",Phase 3,170,Industry,"January 29, 2019","January 31, 2020","July 1, 2020"
3912,NCT03943888,Pharmacokinetic-pharmacodynamic Analysis of Sugammadex in Children,"Anesthesia, General|Neuromuscular Blockade",Drug: Sugammadex Injection 2mg/kg|Drug: Sugammadex Injection 4mg/kg|Drug: Sugammadex Injection 8mg/kg|Drug: Neuromuscular reversal agent injection,"Seoul National University Hospital|Ministry of Food and Drug Safety, Korea",Phase 2,40,Other,"August 12, 2019","February 20, 2020","February 20, 2020"
3913,NCT03943251,"The Study of a Selective Serotonin Partial Agonist and Reuptake Inhibitors, HEC113995PA•H2O,in Healthy Subjects",Healthy,Drug: HEC113995PA•H2O tablet|Drug: Placebo tablet,"Sunshine Lake Pharma Co., Ltd.",Phase 1,69,Industry,"July 4, 2019","December 11, 2019","December 11, 2019"
3914,NCT03943095,Study to Characterize the Efficacy of a Dual Active Dentifrice for the Relief of Dentin Hypersensitivity,Dentin Hypersensitivity|Dentin Sensitivity,Other: Potassium Nitrate|Other: Stannous Fluoride,GlaxoSmithKline,Phase 2,123,Industry,"May 13, 2019","August 28, 2019","August 28, 2019"
3915,NCT03943056,"A Safety, Tolerability, Pharmacokinetic, and Pharmacodynamic Study of BIIB091, a Bruton's Tyrosine Kinase (BTK) Inhibitor, in Healthy Adult Participants",Healthy Volunteer,Drug: BIIB091|Drug: Placebo,Biogen,Phase 1,64,Industry,"May 13, 2019","January 10, 2020","January 10, 2020"
3916,NCT03942666,PK Linearity and Steady State PK of CHF 6532 in Healthy Subjects,Asthma,Drug: Treatment A|Drug: Treatment B|Drug: Treatment C|Drug: Treatment D|Drug: Treatment E|Drug: Treatment F,Chiesi Farmaceutici S.p.A.,Phase 1,30,Industry,"May 10, 2019","November 22, 2019","November 22, 2019"
3917,NCT03942458,Pharmacokinetics and Pharmacodynamics of Vicagrel in Healthy Adult Subjects of Different CYP2C19,Healthy Subjects|PK/PD,Drug: Vicagrel 6mg|Drug: Clopidogrel 75mg,"Jiangsu vcare pharmaceutical technology co., LTD",Phase 1,50,Industry,"April 3, 2019","June 28, 2019","September 3, 2019"
3918,NCT03942406,"Study of BPZE1 Intranasal Pertussis Vaccine (Administered Via VaxINator(TM)), Prime + Boost, in Healthy Adults",Pertussis|Whooping Cough,Combination Product: BPZE1 pertussis vaccine and VaxINator(TM) Atomization Device,ILiAD Biotechnologies|PPD,Phase 2,300,Industry,"June 15, 2019","February 14, 2020","June 24, 2020"
3919,NCT03942042,A Study of Ixekizumab (LY2439821) in Participants in Japan With Generalized Pustular Psoriasis and Erythrodermic Psoriasis,Generalized Pustular Psoriasis|Erythrodermic Psoriasis,Drug: Ixekizumab,Eli Lilly and Company,Phase 4,12,Industry,"July 5, 2019","July 22, 2020","July 22, 2020"
3920,NCT03942029,A Drug Interaction Study of LY3154207 in Healthy Participants,Healthy,Drug: LY3154207 Capsule|Drug: LY3154207 Tablet|Drug: Placebo|Drug: Fluconazole Tablet,Eli Lilly and Company,Phase 1,36,Industry,"June 21, 2019","December 28, 2019","December 28, 2019"
3921,NCT03941548,Efficacy and Tolerability Study of Two Dosing Regimens of CTP-543 in Adults With Alopecia Areata,Alopecia Areata,Drug: CTP-543|Drug: CTP-543 Matching Placebo,Concert Pharmaceuticals,Phase 2,66,Industry,"May 24, 2019","April 10, 2020","April 10, 2020"
3922,NCT03941340,Study Evaluating the Mass Balance And Biotransformation of Single Dose[14C] AST2818 in Chinese Healthy Male Volunteers,Healthy Male Volunteers,Drug: [14]-AST2818,"Allist Pharmaceuticals, Inc.",Phase 1,6,Industry,"April 8, 2019","September 6, 2019","September 6, 2019"
3923,NCT03940742,A Study of Tirzepatide in Participants With Impaired Liver Function,Hepatic Insufficiency,Drug: Tirzepatide,Eli Lilly and Company,Phase 1,32,Industry,"July 22, 2019","September 22, 2020","September 22, 2020"
3924,NCT03940729,PWID; Longitudinal S Aureus Colonization Pattern and the Impact on Infection Frequency by Regular Showers With Chlorhexidine,"Intravenous Drug Abuse, S Aureus Colonization",Drug: Chlorhexidine Topical,Lund University,Phase 4,61,Other,"December 15, 2016","January 1, 2020","January 1, 2020"
3925,NCT03940326,Levetiracetam Versus Valproate in Idiopathic Generalized Tonic-clonic Seizures,"Epilepsy, Idiopathic Generalized",Drug: Levetiracetam|Drug: Valproate,Mazandaran University of Medical Sciences,Phase 4,103,Other,"April 1, 2018","October 1, 2019","December 1, 2019"
3926,NCT03940183,Clinical Trial of Trelagliptin Succinate Tablets in the Treatment of Type 2 Diabetes,"Diabetes Mellitus, Type 2",Drug: Trelagliptin Succinate|Drug: Placebo Oral Tablet,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",Phase 3,254,Industry,"July 8, 2019","December 3, 2020","December 28, 2020"
3927,NCT03939975,Anti-PD-1therapy Combined With Thermal Ablation for Advanced HCC,"Carcinoma, Hepatocellular",Drug: pembrolizumab or nivolumab or JS001,Sun Yat-sen University,Phase 2,50,Other,"June 1, 2019","July 31, 2019","July 31, 2019"
3928,NCT03939702,Pharmacokinetic and Metabolism of [14^C] BMS-986177 in Healthy Male Participants,Thrombosis,Drug: BMS-986177,Bristol-Myers Squibb,Phase 1,9,Industry,"May 2, 2019","July 11, 2019","July 11, 2019"
3929,NCT03939429,Phase 1 Study of Oral QPX2015 in Healthy Adult Subjects,Bacterial Infections,Drug: QPX2015|Drug: Placebo oral capsule,"Qpex Biopharma, Inc.|Biomedical Advanced Research and Development Authority",Phase 1,40,Industry|U.S. Fed,"May 20, 2019","October 6, 2019","October 6, 2019"
3930,NCT03939312,Extension Study to Evaluate the Long-Term Safety and Tolerability of Oral Atogepant for the Prevention of Migraine in Participants With Episodic Migraine,Episodic Migraine,Drug: Atogepant,Allergan,Phase 3,685,Industry,"May 6, 2019","March 31, 2021","March 31, 2021"
3931,NCT03939234,Peptide Vaccination With PD-L1 and PD-L2 Peptides in Untreated Chronic Lymphatic Leukemia.,Chronic Lymphocytic Leukemia,"Combination Product: PD-L1, PD-L2 peptides with Montanide ISA51",Lars Møller Pedersen|IO Biotech|Herlev Hospital,Phase 2,19,Other|Industry,"April 26, 2019","March 15, 2021","March 15, 2021"
3932,NCT03938740,Comparison of Different Insulin Dosing Algorithms Using Hepatic Directed Vesicle-Insulin Lispro and Insulin Degludec,"Diabetes Mellitus, Type 1",Drug: HDV-Insulin Lispro and Insulin Degludec (-40%)|Drug: HDV-Insulin Lispro and Insulin Degludec (-10%),Diasome Pharmaceuticals,Phase 2,61,Industry,"March 18, 2019","December 6, 2019","March 18, 2020"
3933,NCT03938636,Evaluation of the Precision and Sensitivity of Tilmanocept Uptake Value (TUV) on Tc 99m Tilmanocept Planar Imaging,Rheumatoid Arthritis,Drug: TC99m-tilmanocept,Navidea Biopharmaceuticals,Phase 2,95,Industry,"April 8, 2019","February 8, 2021","June 30, 2021"
3934,NCT03937882,Assessment of the Safety and Efficacy of RGN-259 Ophthalmic Solutions for Dry Eye Syndrome: ARISE-3,Dry Eye Syndromes|Dry Eye,Drug: RGN-259|Drug: Placebo,"ReGenTree, LLC",Phase 3,700,Industry,"May 24, 2019","November 8, 2020","October 7, 2021"
3935,NCT03937869,Evaluate the Safety of a Single Oral Dose of Solosec™ (Secnidazole) 2g for the Treatment of Adolescent Girls With BV,Bacterial Vaginoses,Drug: Secnidazole,Lupin Research Inc,Phase 4,40,Industry,"November 28, 2018","November 5, 2020","November 5, 2020"
3936,NCT03937596,Adjunctive D-Cycloserine in Major Depressive Disorder,Major Depressive Disorder,Drug: D-cycloserine|Device: Transcranial Magnetic Stimulator|Drug: Placebo oral capsule,University of Calgary,Phase 2,50,Other,"December 1, 2019","December 24, 2020","December 24, 2020"
3937,NCT03937479,Study Investigating the Effect of 4 Doses of RPL554 Given in Addition to Tiotropium to Patients With COPD,COPD,"Drug: Ensifentrine (formerly RPL554) 0.375 mg twice daily plus placebo, in addition to tiotropium|Drug: Ensifentrine (formerly RPL554) 0.75 mg twice daily plus placebo, in addition to tiotropium|Drug: Ensifentrine (formerly RPL554) 1.5 mg twice daily plus placebo, in addition to tiotropium|Drug: Ensifentrine (formerly RPL554) 3.0 mg twice daily plus placebo, in addition to tiotropium|Drug: Ensifentrine (formerly RPL554) placebo twice daily, in addition to tiotropium",Verona Pharma plc|Iqvia Pty Ltd|LGC Limited,Phase 2,416,Industry,"May 1, 2019","November 15, 2019","November 15, 2019"
3938,NCT03937258,A Study to Assess Pharmacokinetics of PF-04965842 and Its Metabolites and Effect of Probenecid in Healthy Participants,Healthy,Drug: PF-04965842|Drug: Probenecid,Pfizer,Phase 1,12,Industry,"May 21, 2019","July 26, 2019","July 26, 2019"
3939,NCT03936959,"A Study of LY3434172, a PD-1 and PD-L1 Bispecific Antibody, in Advanced Cancer",Advanced Cancer,Drug: LY3434172,Eli Lilly and Company,Phase 1,10,Industry,"May 24, 2019","March 30, 2020","April 29, 2021"
3940,NCT03936907,"Comparison of Safety, Tolerability and Pharmacokinetics of Medical Grade Cannabis (MGC) Orally Disintegrating Tablets With Buccal Sativex®, in Healthy Adult Volunteers",Healthy Subjects,Drug: OWCP Orally Disintegrating Tablet|Drug: Sativex,One World Cannabis Ltd.,Phase 1,16,Industry,"April 15, 2019","July 18, 2019","July 18, 2019"
3941,NCT03936387,Bilateral Continuous Erector Spinae Blocks for Post-Sternotomy Pain Management: A Pilot Study,"Pain, Postoperative",Drug: Ropivacaine,Boston Children's Hospital,Phase 3,10,Other,"July 1, 2019","September 1, 2019","September 12, 2019"
3942,NCT03936374,A Study to Evaluate the Effect of Omeprazole on the Pharmacokinetics of BMS-986205 in Healthy Participants,Healthy,Drug: BMS-986205|Drug: omeprazole,Bristol-Myers Squibb,Phase 1,16,Industry,"May 8, 2019","July 20, 2019","July 20, 2019"
3943,NCT03936166,A Single and Multiple-Ascending Dose Study of CRN01941 in Healthy Adult Volunteers,Healthy Volunteers,Drug: CRN01941 Oral Solution|Drug: CRN01941 Oral Capsule|Drug: Placebo Oral Solution|Drug: Placebo Oral Capsule,Crinetics Pharmaceuticals Inc.,Phase 1,57,Industry,"April 29, 2019","December 16, 2019","December 16, 2019"
3944,NCT03935633,Short-term Clinical Study of CN128 in Thalassemia Patients,Thalassemia,Drug: CN128 Tablets,"Hangzhou Zede Pharma-Tech Co., Ltd.",Phase 1,16,Other,"December 3, 2018","May 6, 2019","December 17, 2019"
3945,NCT03935399,Effects of Intramuscular Oxytocin on Sensory Function in Healthy Volunteers With Ultraviolet Burn Injury to the Skin,Chronic Pain,Drug: Oxytocin|Drug: Saline,Wake Forest University Health Sciences,Phase 4,10,Other,"August 8, 2019","March 15, 2020","April 30, 2020"
3946,NCT03935334,"Clinical Trial Comparing a Biosimilar Eptacog Alfa With Novoseven, in Patients With Hemophilia With Inhibitors",Hemophilia A or B With Inhibitor,"Biological: Biosimilar eptacog alfa, activated (AryoSeven)|Biological: Eptacog alfa, activated (Novoseven)",AryoGen Pharmed Co.,Phase 3,48,Industry,"July 23, 2018","January 31, 2021","February 3, 2021"
3947,NCT03935217,A Phase 3 Study of Solosec® for the Treatment of Trichomoniasis,Trichomonas Infection,Drug: Secnidazole|Drug: Placebo,Lupin Research Inc,Phase 3,147,Industry,"April 23, 2019","March 18, 2020","March 18, 2020"
3948,NCT03935204,"Immunogenicity Study of Recombinant Human Papillomavirus Vaccine(6,11,16,18,31,33,45,52,58 Type)(E.Coli)",Condylomata Acuminata|Cervical Cancer,"Biological: HPV Vaccine,270μg/1.0ml|Biological: Placebo","Xiamen University|Xiamen Innovax Biotech Co., Ltd|Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",Phase 2,627,Other|Industry,"May 13, 2019","October 18, 2019","April 1, 2021"
3949,NCT03935165,Prospective Evaluation of Near-infrared Fluorescence Imaging Use as a Supportive Tool in Deep Infiltrating Endometriosis Surgery,Pelvic Endometriosis|Endometriosis Outside Pelvis,Drug: Indocyanine Green,Catholic University of the Sacred Heart,Phase 2,51,Other,"January 4, 2016","May 19, 2019","May 19, 2019"
3950,NCT03935152,Oral Dydrogesterone in the Management of Preterm Labor,Preterm Labor,Drug: Dydrogesterone|Drug: placebo,Chulalongkorn University,Phase 4,48,Other,"May 11, 2019","May 31, 2020","May 31, 2020"
3951,NCT03934541,"Evaluating the Safety and Immunogenicity of an HIV-1 gp41 MPER-656 Liposome Vaccine in Healthy, HIV-uninfected Adult Participants",HIV Infections,Biological: MPER-656 Liposome Vaccine|Biological: Placebo for MPER-656 Liposome Vaccine,National Institute of Allergy and Infectious Diseases (NIAID),Phase 1,24,NIH,"August 26, 2019","February 5, 2021","May 26, 2021"
3952,NCT03934502,Effect of Meal Composition and Timing on Evobrutinib Bioavailability,Healthy,Drug: Evobrutinib,"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",Phase 1,20,Industry,"April 15, 2019","June 12, 2019","June 12, 2019"
3953,NCT03934450,Metabolism and Pharmacokinetics of Primaquine Enantiomers in Human Volunteers Receiving a Seven Day Dose Regimen,Malaria|Glucose 6 Phosphate Dehydrogenase Deficiency,Drug: RPQ|Drug: SPQ|Drug: Primaquine Phosphate|Drug: Placebo,"University of Mississippi, Oxford",Phase 1,36,Other,"August 17, 2018","May 1, 2019","May 1, 2019"
3954,NCT03934333,A Study to Compare the Pharmacokinetics of Budesonide Delivered by PT027 Compared With Pulmicort Flexhaler (ELBRUS),Relative Bioavailability,Drug: BDA MDI 160/180 mcg|Drug: Pulmicort Flexhaler 180 mcg,AstraZeneca,Phase 1,11,Industry,"May 16, 2019","September 10, 2019","September 10, 2019"
3955,NCT03934203,This Study in Healthy Men and Women Tests Whether BI 409306 Has an Effect on the ECG (Thorough QT Study),Healthy,Drug: BI 409306|Drug: Moxifloxacin|Drug: Placebo matching to BI 409306,Boehringer Ingelheim,Phase 1,47,Industry,"May 9, 2019","September 6, 2019","September 6, 2019"
3956,NCT03933943,A Study of LY3361237 in Participants With Systemic Lupus Erythematosus,"Lupus Erythematosus, Systemic",Drug: LY3361237|Drug: Placebo,Eli Lilly and Company,Phase 1,28,Industry,"May 21, 2019","February 15, 2021","February 15, 2021"
3957,NCT03933488,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of TAK-994 in Healthy Participants",Healthy Participants,Drug: TAK-994|Drug: TAK-994 Placebo,Takeda,Phase 1,121,Industry,"May 1, 2019","March 29, 2020","March 29, 2020"
3958,NCT03933293,A Study to Evaluate the Safety and Efficacy of the PCSK9 Inhibitor AK102 in Patients With HoFH,Homozygous Familial Hypercholesterolemia,Drug: AK102|Drug: Statins|Drug: Ezetimibe,"Akeso|AD Pharmaceuticals Co., Ltd.",Phase 2,10,Industry,"May 13, 2019","March 15, 2021","March 15, 2021"
3959,NCT03933280,Conscious Sedation for Cataract Operations Under Topical Anaesthesia,Conscious Sedation,Drug: Nalbuphine|Drug: Propofol|Drug: Dexmedetomidine|Drug: Benoxinate Hydrochloride 0.4% Eye Drops,Menoufia University,Phase 2,100,Other,"July 1, 2019","December 1, 2020","January 1, 2021"
3960,NCT03932916,Safety and Pharmacokinetic of Donepezil Pamoate in Healthy Subjects,AD,Drug: Donepezil Pamoate for Injection 17mg|Drug: Donepezil Pamoate for Injection 34mg|Drug: Donepezil Hydrochloride 5mg,"Shanghai Synergy Pharmaceutical Sciences Co., Ltd.|Zhejiang Huahai Pharmaceutical Co., Ltd.",Phase 1,38,Industry,"July 2, 2019","August 6, 2020","September 11, 2020"
3961,NCT03932864,"Study Assessing Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MGTA-145 in Healthy Volunteers as a Single Agent or in Combination With Plerixafor",Healthy Volunteers,Biological: MGTA-145|Biological: plerixafor|Biological: Placebo,"Magenta Therapeutics, Inc.",Phase 1,107,Industry,"April 22, 2019","February 25, 2020","February 25, 2020"
3962,NCT03932825,Nitrous Oxide for Major Depressive Disorder,"Depressive Disorder|Major Depressive Disorder|Treatment Resistant Depression|Depressive Disorder, Major|Depression",Drug: Nitrous Oxide|Drug: Placebo,Lingjiang Li|Central South University,Phase 2,44,Other,"April 1, 2019","March 31, 2021","March 31, 2021"
3963,NCT03932669,Effect of Nilotinib in Cerebellar Ataxia Patients,"Ataxia, Cerebellar|Ataxia, Progressive",Drug: Nilotinib,Seoul National University Hospital,Phase 2,70,Other,"November 19, 2018","August 13, 2020","August 13, 2020"
3964,NCT03932578,Intrathecal Atropine vs IV Metoclopramide for Nausea & Vomiting During CS,Nausea|Vomiting,Drug: Atropine sulfate|Drug: Metoclopramide,Mansoura University,Phase 4,60,Other,"May 5, 2019","August 28, 2019","August 28, 2019"
3965,NCT03932240,In Vivo Effects of Fibrinogen Concentrate (FC) Versus Cryoprecipitate on the Neonatal Fibrin Network Structure After Cardiopulmonary Bypass (CPB),Hemostasis,Drug: Fibrinogen Concentrate (FC)|Drug: Cryoprecipitate,Emory University,Phase 3,36,Other,"August 13, 2019","April 9, 2021","November 16, 2021"
3966,NCT03931915,Clinical Study to Evaluate Efficacy and Safety of TAK-385 40 mg Compared With Leuprorelin in Patients With Endometriosis,Endometriosis,Drug: TAK-385|Drug: Leuprorelin acetate,"ASKA Pharmaceutical Co., Ltd.",Phase 3,335,Industry,"May 8, 2019","June 12, 2020","September 28, 2020"
3967,NCT03931785,A Study of MD-7246 to Treat Abdominal Pain in Patients With Diarrhea-predominant Irritable Bowel Syndrome,Irritable Bowel Syndrome With Diarrhea (IBS-D),Drug: MD-7246|Drug: Placebo,"Ironwood Pharmaceuticals, Inc.|Allergan Sales, LLC",Phase 2,515,Industry,"May 1, 2019","February 26, 2020","March 11, 2020"
3968,NCT03931590,A Human AME Study for Omaveloxolone,Healthy Male Subjects,Drug: [14C]-Omaveloxolone,"Reata Pharmaceuticals, Inc.",Phase 1,8,Industry,"April 11, 2019","May 31, 2019","May 31, 2019"
3969,NCT03931447,A Safety and Tolerability Study of JNJ-72537634 in Healthy Participants,Healthy,Biological: JNJ-72537634|Biological: Placebo,"Janssen Research & Development, LLC",Phase 1,33,Industry,"April 30, 2019","February 10, 2020","February 10, 2020"
3970,NCT03930940,Remote Ischemic Conditioning for Intracerebral Hemorrhage,Intracerebral Hemorrhage,Device: remote ischemic conditioning|Other: Regular treatment,Capital Medical University|Heze Municipal Hospital|The Sixth People's Hosptial of Hengshui|Weihai Municipal Hospital,Phase 1,40,Other,"July 9, 2019","November 17, 2019","February 10, 2020"
3971,NCT03930641,Study of the Safety of Brolucizumab 6 mg in Prefilled Syringe in Patients With Neovascular Age Related Macular Degeneration,Neovascular Age Related Macular Degeneration,Drug: RTH258,Novartis Pharmaceuticals|Novartis,Phase 3,34,Industry,"May 23, 2019","July 2, 2019","July 2, 2019"
3972,NCT03930602,Study to Characterize the Effects of Cytochrome p450 1A2 Inhibition on Systemic Exposure to BMS-986165,Healthy,Drug: BMS-986165|Drug: Fluvoxamine,Bristol-Myers Squibb,Phase 1,16,Industry,"May 1, 2019","May 27, 2019","May 27, 2019"
3973,NCT03930472,#WYMarketsMatter: Testing Two Farmers Market Voucher Strategies to Increase Food Security,Food Security|Produce Consumption,Behavioral: Market vouchers,University of Wyoming|Wyoming Food for Thought,Phase 2,30,Other,"July 30, 2019","September 30, 2019","August 30, 2020"
3974,NCT03930264,Bioequivalence of Azathioprine Suspension 10 mg/mL (Jayempi) Versus Azathioprine Tablet 50mg (Imurek®),Therapeutic Equivalency,Drug: Azathioprine 50Mg Tab|Drug: Azathioprine 10mg/mL oral suspension,Nova Laboratories Limited|Medicines Evaluation Unit Ltd|Syne Qua Non Limited|Alderley Analytical Ltd|Black County Pathology Services|Diamond Pharma Services Regulatory Affairs Consultancy|Boyd Consultants,Phase 1,30,Industry|Other,"April 11, 2019","May 24, 2019","May 31, 2019"
3975,NCT03930186,"A Phase 3B, Open-label, Single-arm Study of the Efficacy and Safety of Apremilast, in Subjects With Plaque Psoriasis That is Not Adequately Controlled by Topical Therapy",Plaque Psoriasis,Drug: Apremilast|Drug: Topical Therapy,Amgen,Phase 3,152,Industry,"June 17, 2019","May 8, 2020","September 25, 2020"
3976,NCT03929744,A Study of LY3502970 in Healthy Participants,Healthy,Drug: LY3502970|Drug: Placebo|Drug: Atorvastatin|Drug: Simvastatin|Drug: Midazolam,Eli Lilly and Company,Phase 1,133,Industry,"June 12, 2019","November 2, 2020","November 2, 2020"
3977,NCT03929510,"Study to Characterize Absorption, Distribution, Metabolism and Excretion of 14C PF-06651600 and to Evaluate the Absolute Oral Bioavailability and Fraction Absorbed of PF-06651600.",Healthy Volunteers,Drug: 14C-PF-06651600|Drug: 14C-PF-06651600 IV|Drug: PF-06651600,Pfizer,Phase 1,6,Industry,"April 23, 2019","July 5, 2019","July 5, 2019"
3978,NCT03929367,PK Sampling After IV Oxytocin and Effects on Sensory Function in Healthy Volunteers,Chronic Pain,Drug: Oxytocin,Wake Forest University Health Sciences,Phase 4,11,Other,"May 10, 2019","March 1, 2020","March 1, 2020"
3979,NCT03929224,The Use of Medical Grade Honey in the Prevention of Bone Anchored Hearing Aid Associated Skin Breakdown,Skin Infection,Drug: Medicinal honey|Drug: Bacitracin,Ascension South East Michigan,Phase 4,17,Other,"October 25, 2018","September 1, 2020","September 1, 2020"
3980,NCT03929172,"A Study of Safety, Tolerability and Immunogenicity of HPV-L2 Vaccine in Healthy Adult Male and Female Subjects",Papillomavirus Infections,Biological: AAVLP-HPV|Drug: Placebo,2A Pharma AB|Celerion,Phase 1,20,Industry,"February 28, 2019","May 29, 2020","May 29, 2020"
3981,NCT03929016,Single Oral Dose Escalation Study of DNDI-0690 in Healthy Subjects,Visceral Leishmaniasis|Cutaneous Leishmaniases,Drug: DNDI-0690|Drug: Placebo of DNDI-0690,Drugs for Neglected Diseases|Wellcome Trust grant 212346/Z/18/Z - 21st Century Treatments for Sustainable Elimination of Leishmaniasis,Phase 1,64,Other,"April 4, 2019","December 6, 2019","July 2, 2020"
3982,NCT03928821,"Evaluating the Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of Combinations of Monoclonal Antibodies PGT121, PGDM1400, 10-1074, and VRC07-523LS Administered Via Intravenous Infusion in Healthy, HIV-uninfected Adult Participants",HIV Infections,Biological: PGT121|Biological: PGDM1400|Biological: 10-1074|Biological: VRC07-523LS,National Institute of Allergy and Infectious Diseases (NIAID),Phase 1,27,NIH,"July 17, 2019","March 25, 2021","March 25, 2021"
3983,NCT03928522,Antibiotic Elution in Total Knee Arthroplasty,Total Knee Replacement,Drug: hand mixed vancomycin|Drug: hand mixed tobramycin|Device: pre-mixed tobramycin,Washington University School of Medicine,Phase 4,60,Other,"January 28, 2019","September 30, 2019","September 30, 2019"
3984,NCT03928470,Clinical Trial to Evaluate the Efficacy and Safety of EsoDuo Tab. 20/800mg,Non-erosive Reflux Disease(NERD),Drug: EsoDuo Tab. 20/800mg,Chong Kun Dang Pharmaceutical,Phase 4,379,Industry,"January 29, 2019","December 20, 2019","December 20, 2019"
3985,NCT03928353,"Study to Evaluate the Safety, Tolerability, PK and PD of PB2452 in Healthy Younger, Older and Elderly Subjects",Healthy,Drug: PB2452 Infusion|Drug: Placebo - Sodium Chloride|Drug: Ticagrelor Oral Tablet - Pre-Treatment|Drug: Ticagrelor Oral Tablet - Pre-Treatment and Post-Treatment,PhaseBio Pharmaceuticals Inc.,Phase 2,23,Industry,"April 16, 2019","October 9, 2019","October 9, 2019"
3986,NCT03928340,Effect of Adding Metformin to Insulin Therapy on Pregnancy Outcomes in Women With Uncontrolled Type I Diabetes.,Type1 Diabetes Mellitus,Drug: Metformin|Drug: Insulin,Kasr El Aini Hospital|Amal Kotb Abdallah|Amir Gabr|Mohamed Abdeltawwab Mahmoud,Phase 4,80,Other,"April 29, 2019","March 29, 2020","March 29, 2020"
3987,NCT03928327,A Study to Evaluate Drug-Drug Interaction of TAK-788 With Itraconazole and Rifampin in Healthy Adult Participants,Healthy Volunteers,Drug: TAK-788|Drug: Itraconazole|Drug: Rifampin,"Millennium Pharmaceuticals, Inc.|Takeda",Phase 1,24,Industry,"May 2, 2019","August 16, 2019","August 16, 2019"
3988,NCT03928262,Pharmacokinetic Study of Benralizumab in Healthy Chinese Subjects,Healthy Subjects,Biological: Benralizumab,AstraZeneca,Phase 1,36,Industry,"April 2, 2019","August 12, 2019","August 12, 2019"
3989,NCT03927781,Perioperative Pregabalin in Ureteroscopy: a Pilot,"Nephrolithiasis|Urolithiasis|Perioperative/Postoperative Complications|Pain, Postoperative|Pain, Acute|Anesthesia|Urologic Diseases|Anesthesia Morbidity",Drug: Pregabalin 300mg,University of Missouri-Columbia,Phase 3,10,Other,"April 1, 2019","October 17, 2019","October 17, 2020"
3990,NCT03927716,A Phase 3 Randomized Parallel Group Study Comparing the Efficacy & Safety of SB206 & Vehicle Gel in the Treatment of MC (B-SIMPLE1),Molluscum Contagiosum,Drug: SB206 12%|Drug: Placebo,"Novan, Inc.|Synteract, Inc.",Phase 3,352,Industry,"June 3, 2019","October 28, 2019","January 29, 2020"
3991,NCT03927703,A Phase 3 Efficacy & Safety of SB206 & Vehicle Gel for the Treatment of MC,Molluscum Contagiosum,Drug: SB206 12%|Drug: Placebo,"Novan, Inc.|Synteract, Inc.",Phase 3,355,Industry,"June 13, 2019","November 11, 2019","February 3, 2020"
3992,NCT03927677,The Effect of Colchicine on the Pharmacokinetic Profile of LC350189 in Healthy Aldults.,Gout|Hyperuricemia,Drug: Xanthine Oxidase Inhibitor,LG Chem,Phase 1,24,Industry,"November 5, 2019","November 26, 2019","November 26, 2019"
3993,NCT03927508,First - In - Man Study to Assess the Safety and Feasibility of The Bashir™ Endovascular Catheter for the Treatment of Acute Pulmonary Embolism,Pulmonary Embolism,Drug: r-tPA|Device: The Bashir™ Endovascular Catheter,"Thrombolex, Inc.",Phase 1,9,Industry,"March 14, 2019","December 19, 2019","January 23, 2020"
